"Feature"	"Gain"	"Cover"	"Frequency"
"303"	"tcajas_depositos"	0.000230060473718784	0.00597286865959956	0.00126778419495704
"304"	"ttarjeta_visa_debitos_automaticos__min"	0.000229688152556281	0.00027107937664781	0.00119735173968165
"305"	"Master_mfinanciacion_limite__max"	0.000229100637626137	6.38889532940936e-05	0.00119735173968165
"306"	"Master_mconsumototal"	0.000226327069588551	0.000302351016957751	0.0007747570080293
"307"	"mcajeros_ajenos"	0.000223128727019396	0.000126193052540326	0.000986054373855473
"308"	"mcajeros_propios_descuentos__max"	0.000222717258255141	0.000112744784901164	0.00119735173968165
"309"	"mtarjeta_master_consumo__tend"	0.000222399693360576	0.000181500681956315	0.00126778419495704
"310"	"ccajeros_propio_transacciones"	0.000222124595190785	0.00013705526937826	0.00112691928440625
"311"	"mprestamos_prendarios__min"	0.000221180564093862	0.00166018662752986	0.000704324552753909
"312"	"mcambio_monedas_compra__max"	0.000220806531412412	0.00142778000556329	0.000845189463304691
"313"	"mcomisiones_mantenimiento__min"	0.00021909928890407	0.000278140666441778	0.00105648682913086
"314"	"Visa_mfinanciacion_limite__max"	0.000215490115402327	0.000174100040628062	0.00105648682913086
"315"	"Visa_msaldodolares"	0.000214623302571837	0.000432794293412855	0.00105648682913086
"316"	"tpaquete9__max"	0.000214469427511312	0.000197195877993777	0.000704324552753909
"317"	"mcheques_depositados_rechazados__tend"	0.000214070713078478	0.000308664538774233	0.00105648682913086
"318"	"mcheques_depositados"	0.000212479350053827	0.00436687759981827	0.000986054373855473
"319"	"Visa_mconsumototal__tend"	0.00021182307125207	1.84927429096606e-05	0.00147908156078321
"320"	"ccheques_emitidos"	0.000210867576440176	0.00412754058024939	0.0007747570080293
"321"	"Visa_fechaalta__tend"	0.000207703574042912	0.000435431557748111	0.00169037892660938
"322"	"Master_mpagominimo__min"	0.000203513655322071	0.000457616283784628	0.00105648682913086
"323"	"tplazo_fijo__tend"	0.000202418099304669	7.60931640781319e-05	0.00112691928440625
"324"	"Master_Fvencimiento__tend"	0.000201886431760825	0.00165737448392992	0.00140864910550782
"325"	"Master_tconsumos__max"	0.000201506645607374	4.71403553277918e-05	0.00112691928440625
"326"	"Visa_fultimo_cierre__min"	0.000199734907661329	0.000421255555021257	0.000845189463304691
"327"	"ctransferencias_emitidas"	0.000198749492480094	0.000124975695297295	0.000986054373855473
"328"	"mpagodeservicios"	0.000195132845704491	0.000703617340127742	0.00105648682913086
"329"	"Visa_mpagosdolares__tend"	0.000194972154383683	0.000345706084069005	0.00140864910550782
"330"	"Master_mconsumospesos__min"	0.000193434294695943	0.000463341129365255	0.00105648682913086
"331"	"ccajeros_ajenos_transacciones__max"	0.000192146444212518	0.000192676251534426	0.00105648682913086
"332"	"ctarjeta_debito_transacciones__min"	0.000189283350021603	0.000992915361877669	0.0007747570080293
"333"	"ccheques_emitidos__max"	0.000188400775982301	0.00122983488611239	0.000704324552753909
"334"	"tplan_sueldo__max"	0.000188206003704011	0.000100761837717452	0.000986054373855473
"335"	"Master_msaldodolares__tend"	0.000186704606059963	0.00122838117050417	0.00112691928440625
"336"	"tcajas_otras"	0.000186381109501771	9.85795052598655e-05	0.000845189463304691
"337"	"tfondos_comunes_inversion__tend"	0.000186218278284992	0.00296299269770878	0.000915621918580082
"338"	"tcuentas__tend"	0.000185175479336683	0.000204922524174307	0.00140864910550782
"339"	"mpagodeservicios__max"	0.000184465833624369	0.000632162845025764	0.00126778419495704
"340"	"ccambio_monedas_compra"	0.000184426491752634	0.00190034250562621	0.000422594731652345
"341"	"Visa_mconsumototal__max"	0.000184404238747043	6.85383317205209e-05	0.000986054373855473
"342"	"Visa_mpagosdolares"	0.000184213876004661	0.000304418198702941	0.000986054373855473
"343"	"ttarjeta_master_debitos_automaticos__tend"	0.000183973267841225	0.000149265281827476	0.00133821665023243
"344"	"mtarjeta_master_consumo__min"	0.00018215133480125	0.000104348107246348	0.0007747570080293
"345"	"tseguro_vida_mercado_abierto__tend"	0.000180682666412937	0.000236411203134047	0.000986054373855473
"346"	"tcambio_monedas__tend"	0.000180599040889055	0.000114392688067913	0.00140864910550782
"347"	"ctarjeta_master_transacciones__max"	0.000176956947355125	9.66709571777273e-05	0.000845189463304691
"348"	"ccheques_emitidos_rechazados__tend"	0.000176282601515454	0.000179391634587303	0.000845189463304691
"349"	"internet__max"	0.000175609224209205	0.000208447621903357	0.000915621918580082
"350"	"Master_mpagosdolares__max"	0.00017532581431191	0.00126636531708369	0.000915621918580082
"351"	"tcuentas__max"	0.000174427192017611	0.0048986758136188	0.0007747570080293
"352"	"Master_msaldopesos__min"	0.000173625724482535	6.31084630767163e-05	0.0007747570080293
"353"	"Master_msaldototal__min"	0.000173466733885941	4.20456198568492e-05	0.000986054373855473
"354"	"Visa_tconsumos__min"	0.000171943257330479	8.45886195459476e-05	0.000845189463304691
"355"	"Master_cuenta_estado__max"	0.000171051027750801	0.00011007062562177	0.000704324552753909
"356"	"mcheques_depositados__tend"	0.00016988895945047	0.000110589025994733	0.00140864910550782
"357"	"mcambio_monedas_venta__max"	0.000167685234037291	0.000102182921304814	0.00105648682913086
"358"	"cliente_edad__tend"	0.000167079408643408	7.10169090978961e-05	0.00112691928440625
"359"	"Master_cuenta_estado__tend"	0.000166985291546603	0.000101225713388835	0.000845189463304691
"360"	"tcaja_seguridad__max"	0.000166840734314624	0.000123186254215062	0.000140864910550782
"361"	"mtarjeta_visa_descuentos__max"	0.000165594931691368	3.90953478629967e-05	0.000845189463304691
"362"	"ttarjeta_debito"	0.000163934713485369	0.00140629853001934	0.000915621918580082
"363"	"Master_mconsumospesos__tend"	0.00015925712287608	3.91791835824812e-05	0.00133821665023243
"364"	"mprestamos_prendarios__tend"	0.000158569229917722	0.00332055466690702	0.000704324552753909
"365"	"Visa_mconsumosdolares__min"	0.000157841808820265	6.51495049479192e-05	0.000915621918580082
"366"	"Master_mpagosdolares"	0.000155831726740765	0.000129496981044387	0.000986054373855473
"367"	"Master_mpagosdolares__tend"	0.000155819066314852	0.000135773386974241	0.0007747570080293
"368"	"ttarjeta_visa_debitos_automaticos"	0.000154535232996675	0.00158914650214485	0.000986054373855473
"369"	"ttarjeta_debito__max"	0.000154211067580761	0.00142723415089467	0.000915621918580082
"370"	"mtarjeta_master_consumo__max"	0.000154043419749389	3.51279124276019e-05	0.000493027186927736
"371"	"tpaquete7"	0.000153377725728173	0.00024033749885418	0.000704324552753909
"372"	"Master_mconsumosdolares__tend"	0.000153089668544097	0.000317928956953199	0.0007747570080293
"373"	"mplazo_fijo_dolares__max"	0.000149935019063677	0.000921353387929696	0.000633892097478518
"374"	"ctarjeta_master_transacciones__min"	0.000148232019234627	4.75826135397892e-05	0.000493027186927736
"375"	"mtarjeta_master_descuentos"	0.000144836036877212	0.0053966548407982	0.000845189463304691
"376"	"mtransferencias_emitidas__min"	0.000144697169465955	3.92979267364546e-05	0.000633892097478518
"377"	"mautoservicio__min"	0.000144057181531218	0.000832870003656449	0.000704324552753909
"378"	"Master_mpagado__tend"	0.000139571401016976	0.000159369988400121	0.0007747570080293
"379"	"tcuenta_debitos_automaticos"	0.000139000605705956	5.37459554723061e-05	0.000633892097478518
"380"	"Visa_msaldodolares__min"	0.00013776132491164	0.000112432795609284	0.0007747570080293
"381"	"Visa_mconsumototal__min"	0.000132829259420583	0.000113384708708926	0.000633892097478518
"382"	"ttarjeta_debito__tend"	0.00013173662464985	0.000721328073980428	0.000986054373855473
"383"	"ccomisiones_mantenimiento__max"	0.000129157389599639	0.0011875765722377	0.000493027186927736
"384"	"Master_mconsumosdolares__max"	0.000128423610018725	9.01179732760331e-06	0.000633892097478518
"385"	"mttarjeta_master_debitos_automaticos__min"	0.000128363499566091	8.8132617072837e-05	0.00119735173968165
"386"	"Master_mpagado"	0.000128233398668	0.000152242555130767	0.000704324552753909
"387"	"internet__min"	0.00012762210522476	9.91243063859398e-05	0.000633892097478518
"388"	"ccambio_monedas_compra__tend"	0.000124416793269087	5.13482606348944e-05	0.00119735173968165
"389"	"mcajeros_propio__min"	0.000120275816336069	0.000454258545862924	0.000633892097478518
"390"	"tcuenta_debitos_automaticos__max"	0.000119220174025522	0.000567691667591193	0.000704324552753909
"391"	"mcheques_emitidos__max"	0.000115454775929839	0.000567887932144831	0.000633892097478518
"392"	"mcambio_monedas_compra__tend"	0.000115166519884093	5.82809807644997e-05	0.000845189463304691
"393"	"ccheques_depositados_rechazados__tend"	0.000113706731869544	0.000186844688337846	0.000352162276376955
"394"	"ccheques_depositados__tend"	0.000108653063904509	0.000331575431107412	0.000563459642203127
"395"	"thomebanking__min"	0.000106431497900422	5.55393600528209e-05	0.000422594731652345
"396"	"mttarjeta_master_debitos_automaticos__max"	0.0001051901554232	0.000146630236927776	0.000633892097478518
"397"	"Master_mconsumototal__tend"	0.000103896584649525	3.35874004408043e-05	0.000633892097478518
"398"	"Master_mconsumototal__max"	0.000102406820115963	5.21819646449071e-05	0.000563459642203127
"399"	"Master_Finiciomora__min"	0.000101158346642671	0.000258502524387016	0.000563459642203127
"400"	"Master_mconsumosdolares__min"	9.69390949256873e-05	0.000163540733281239	0.000493027186927736
"401"	"Visa_tadelantosefectivo__tend"	9.5605073317837e-05	0.00191019120855297	0.000633892097478518
"402"	"mcajeros_propios_descuentos__tend"	9.47878468961988e-05	0.000325558732779488	0.000493027186927736
"403"	"ccambio_monedas_compra__max"	9.446601492722e-05	2.71144707999154e-05	0.000352162276376955
"404"	"tcaja_ahorro__min"	9.35766373898469e-05	2.46110468263608e-05	0.000493027186927736
"405"	"mcheques_emitidos"	8.99395195398048e-05	0.000936812480322422	0.000281729821101564
"406"	"Master_mconsumototal__min"	8.9570597916478e-05	7.82541543479913e-05	0.000493027186927736
"407"	"mcheques_emitidos_rechazados"	8.89968054070382e-05	4.13101776689024e-05	0.000352162276376955
"408"	"mcajeros_ajenos__min"	8.68512806034463e-05	6.10462566287355e-05	0.000493027186927736
"409"	"ccajeros_ajenos_transacciones"	8.60305999079755e-05	5.27145466095858e-05	0.000422594731652345
"410"	"ctarjeta_master_descuentos__tend"	8.58888565914465e-05	8.85851995250625e-05	0.000633892097478518
"411"	"tpaquete9"	8.4806348206151e-05	9.28372910454454e-05	0.000493027186927736
"412"	"Master_msaldodolares__max"	8.44271950692562e-05	2.80626166895414e-05	0.000352162276376955
"413"	"tpaquete7__tend"	8.19225781347123e-05	0.000161136246404819	0.000281729821101564
"414"	"tcajas_extracciones__max"	8.00100480692632e-05	5.5734452911202e-05	0.000633892097478518
"415"	"mplazo_fijo_dolares__tend"	7.82711947448384e-05	2.66138903826685e-05	0.0007747570080293
"416"	"ccheques_emitidos_rechazados"	7.81954029931211e-05	6.09903274486786e-05	0.000422594731652345
"417"	"mpagodeservicios__min"	7.57146946040589e-05	3.69456642551562e-05	0.000563459642203127
"418"	"tpagomiscuentas__max"	7.55367702873853e-05	0.000142102762782667	0.000633892097478518
"419"	"ccheques_depositados_rechazados"	7.51859298033697e-05	7.88866987611242e-05	0.000281729821101564
"420"	"ccheques_depositados_rechazados__max"	7.44206550638366e-05	0.000101133517601894	0.000211297365826173
"421"	"tseguro_accidentes_personales__min"	7.42364972765141e-05	0.00161200277056215	0.000493027186927736
"422"	"Master_mpagosdolares__min"	7.36964751214248e-05	7.98996409318302e-05	0.000352162276376955
"423"	"mttarjeta_master_debitos_automaticos"	7.34529248896176e-05	0.000270654074622744	0.000493027186927736
"424"	"tfondos_comunes_inversion__max"	7.20107542850139e-05	4.80536560019711e-05	0.000211297365826173
"425"	"tseguro_accidentes_personales"	7.18494863816775e-05	8.61938245592737e-06	0.000211297365826173
"426"	"mfondos_comunes_inversion_pesos"	7.09156607607015e-05	0.00098375873150551	0.000281729821101564
"427"	"mprestamos_hipotecarios__min"	7.06327512233683e-05	0.00150498264607827	0.000211297365826173
"428"	"mcambio_monedas_compra"	7.04462457983426e-05	0.0015794542157126	0.000493027186927736
"429"	"ttarjeta_master_debitos_automaticos__max"	7.02875850558484e-05	5.43755376064541e-05	0.000493027186927736
"430"	"Visa_madelantopesos__tend"	7.00441891012448e-05	4.22340456051291e-05	0.000422594731652345
"431"	"cprestamos_prendarios__tend"	6.96892416764188e-05	4.09839655431661e-05	0.000211297365826173
"432"	"tseguro_accidentes_personales__max"	6.94944269070709e-05	0.000422219893572334	0.000422594731652345
"433"	"cextraccion_autoservicio__min"	6.92252246084873e-05	8.24941274849176e-06	0.000281729821101564
"434"	"ttarjeta_master_debitos_automaticos"	6.77179177108507e-05	0.000151932611352067	0.000422594731652345
"435"	"tseguro_vida_mercado_abierto__max"	6.73605999133036e-05	2.05084549136911e-05	0.000493027186927736
"436"	"tplazo_fijo__min"	6.44381098182274e-05	0.00375879072101033	0.000493027186927736
"437"	"mtitulos__tend"	6.38075005996364e-05	0.00151824669522579	0.000493027186927736
"438"	"Master_madelantopesos__max"	6.3466023193487e-05	8.90720292746543e-05	0.000281729821101564
"439"	"ccheques_depositados__max"	6.27903315870059e-05	0.000522100857062234	0.000422594731652345
"440"	"ccheques_depositados"	6.24547148310662e-05	0.000447132058976297	0.000281729821101564
"441"	"tcajas_extracciones"	6.2220172439426e-05	1.34858010863269e-05	0.000422594731652345
"442"	"mcajeros_propios_descuentos"	6.1140833185614e-05	9.83654023721872e-05	0.000352162276376955
"443"	"Master_madelantopesos__tend"	6.08309053748432e-05	6.34070047754329e-05	0.000281729821101564
"444"	"mcheques_emitidos__tend"	6.08288870766885e-05	3.97158843331307e-05	0.000352162276376955
"445"	"ccajeros_propios_descuentos__tend"	5.80586281283847e-05	0.000425554537118663	0.000422594731652345
"446"	"mttarjeta_master_debitos_automaticos__tend"	5.75855761454393e-05	1.94793998511922e-05	0.000422594731652345
"447"	"ccambio_monedas_venta__max"	5.72498194994053e-05	4.89327998666143e-05	0.000281729821101564
"448"	"Master_mpagado__max"	5.69525914505966e-05	0.0005364906503021	0.000352162276376955
"449"	"tpaquete7__max"	5.64809250715208e-05	0.000106082345382721	0.000281729821101564
"450"	"tpagomiscuentas__min"	5.49524535040195e-05	0.00102063431098474	0.000352162276376955
"451"	"tcambio_monedas__max"	5.4445540701935e-05	6.06136060000295e-05	0.000422594731652345
"452"	"Master_msaldodolares"	5.41358470009134e-05	0.00058427939548968	0.000422594731652345
"453"	"tcambio_monedas"	5.24718061907747e-05	6.56159941666189e-05	0.000281729821101564
"454"	"Master_tconsumos"	5.11027103245275e-05	4.41463633401484e-05	0.000422594731652345
"455"	"Visa_madelantopesos"	5.10935730707898e-05	3.11135672115201e-05	0.000281729821101564
"456"	"mfondos_comunes_inversion_dolares__max"	5.02861467566176e-05	3.38949399391354e-05	0.000281729821101564
"457"	"tcajas_otras__min"	4.75710983013243e-05	0.000518772118341495	0.000281729821101564
"458"	"ccomisiones_mantenimiento__min"	4.62743940789046e-05	2.93415471307356e-06	0.000211297365826173
"459"	"mtitulos__max"	4.57956848679641e-05	1.55055790142986e-05	0.000422594731652345
"460"	"mtarjeta_master_descuentos__tend"	4.56941288435593e-05	5.60629691681426e-05	0.000281729821101564
"461"	"marketing_activo_ultimos90dias"	4.55822288193808e-05	3.23037257709981e-05	0.000211297365826173
"462"	"Master_tadelantosefectivo__max"	4.46480072787001e-05	3.12179817767906e-05	0.000352162276376955
"463"	"ttarjeta_debito__min"	4.37605641000088e-05	7.01867939480526e-05	0.000352162276376955
"464"	"mcheques_emitidos__min"	4.17455123812366e-05	2.22904486036868e-05	0.000281729821101564
"465"	"mplazo_fijo_pesos"	4.15769470246693e-05	0.00261284464774582	0.000352162276376955
"466"	"tpagodeservicios__min"	4.09071362184753e-05	0.000926745414353801	0.000281729821101564
"467"	"ttitulos"	4.08446831923997e-05	0.00268374785795555	0.000352162276376955
"468"	"tpagodeservicios"	4.03450333375035e-05	2.79493858183747e-06	0.000140864910550782
"469"	"ttitulos__max"	3.84835181536228e-05	4.70511159412107e-05	0.000281729821101564
"470"	"Visa_mpagosdolares__min"	3.82975764053804e-05	0.000264767306035663	0.000140864910550782
"471"	"tpaquete9__min"	3.78410045886067e-05	3.81782716223801e-05	0.000211297365826173
"472"	"Master_madelantopesos"	3.63400841145314e-05	1.08404068374678e-05	0.000211297365826173
"473"	"Master_mconsumosdolares"	3.27484821451201e-05	1.49410160652359e-05	0.000281729821101564
"474"	"ccambio_monedas_venta"	3.24527357668022e-05	3.50926383301303e-05	0.000140864910550782
"475"	"tcajas"	3.15947174153102e-05	1.71608617840848e-06	0.000211297365826173
"476"	"ttarjeta_master_debitos_automaticos__min"	3.12843409975481e-05	3.64646253690881e-05	0.000422594731652345
"477"	"tseguro_vivienda__max"	3.08151282400851e-05	2.28504467118766e-05	0.000140864910550782
"478"	"Master_tconsumos__min"	3.06773356711386e-05	4.13768178344601e-06	0.000140864910550782
"479"	"tcallcenter__max"	2.94824287026301e-05	1.69945320687317e-06	0.000281729821101564
"480"	"mcuenta_corriente_Nopaquete__tend"	2.87936048407579e-05	0.0015577512896726	0.000211297365826173
"481"	"mprestamos_prendarios__max"	2.8307895722316e-05	0.00104214838758331	0.000140864910550782
"482"	"mcaja_ahorro_Nopaquete__min"	2.7301266047811e-05	3.09884483872464e-05	7.04324552753909e-05
"483"	"ctransferencias_emitidas__min"	2.57891404773785e-05	1.55657881111152e-05	0.000140864910550782
"484"	"tplazo_fijo__max"	2.56888049943857e-05	1.73935982903013e-06	0.000140864910550782
"485"	"tpagodeservicios__max"	2.55671660414689e-05	0.000117081797630281	0.000211297365826173
"486"	"mtarjeta_master_descuentos__max"	2.4741909365116e-05	1.03760923231391e-05	0.000140864910550782
"487"	"mfondos_comunes_inversion_pesos__max"	2.46527931056062e-05	4.75459839223775e-05	0.000140864910550782
"488"	"Master_msaldodolares__min"	2.34317500202633e-05	4.52824124903791e-05	0.000140864910550782
"489"	"Visa_tadelantosefectivo"	2.32278040742927e-05	1.123040692493e-05	7.04324552753909e-05
"490"	"mcheques_depositados__min"	2.20550517103188e-05	0.0016057390563554	0.000211297365826173
"491"	"tcuenta_debitos_automaticos__min"	2.06914884587127e-05	0.000536754903539463	0.000211297365826173
"492"	"thomebanking__max"	1.94046231097402e-05	5.68329108753901e-06	0.000140864910550782
"493"	"ctarjeta_master_descuentos"	1.90894840645893e-05	3.54527908356403e-05	7.04324552753909e-05
"494"	"tseguro_vivienda__tend"	1.88801882534395e-05	2.62080946253245e-05	7.04324552753909e-05
"495"	"marketing_activo_ultimos90dias__min"	1.8636535890083e-05	1.03941307299311e-05	7.04324552753909e-05
"496"	"cprestamos_prendarios__min"	1.66664890529662e-05	0.000513959976094824	7.04324552753909e-05
"497"	"Visa_mpagado__min"	1.58800853303696e-05	1.12827032353604e-05	7.04324552753909e-05
"498"	"mplazo_fijo_pesos__tend"	1.56897890340894e-05	1.65041821794908e-05	7.04324552753909e-05
"499"	"ccajeros_propios_descuentos__max"	1.51809136637564e-05	1.88980025760187e-05	7.04324552753909e-05
"500"	"tseguro_accidentes_personales__tend"	1.39818402832057e-05	0.000181291669725781	0.000140864910550782
"501"	"mfondos_comunes_inversion_dolares__min"	1.29432031836861e-05	3.22889118639376e-06	7.04324552753909e-05
"502"	"tcajas_depositos__min"	1.27336793588591e-05	7.20201268665248e-06	0.000140864910550782
"503"	"ctarjeta_master_descuentos__max"	1.25956641654773e-05	1.70671685376448e-06	7.04324552753909e-05
"504"	"tcuentas__min"	1.2356835036815e-05	0.000286581851141612	0.000211297365826173
"505"	"tseguro_auto__max"	1.21951138427217e-05	1.70046486074357e-05	7.04324552753909e-05
"506"	"tcuenta_corriente__tend"	1.20027669399173e-05	1.13405619475848e-05	7.04324552753909e-05
"507"	"marketing_activo_ultimos90dias__tend"	1.19608625649272e-05	7.1267651168406e-05	7.04324552753909e-05
"508"	"tseguro_vivienda"	1.14602866947484e-05	2.44989549778761e-06	7.04324552753909e-05
"509"	"mcambio_monedas_venta__min"	1.10194939687773e-05	1.84210443279185e-05	0.000140864910550782
"510"	"tseguro_auto__tend"	1.08181631321036e-05	1.52963568578478e-05	7.04324552753909e-05
"511"	"ccheques_emitidos__min"	1.03430178620051e-05	1.23362431771761e-06	7.04324552753909e-05
"512"	"tcaja_seguridad__tend"	9.55919551855094e-06	3.56024483900109e-06	7.04324552753909e-05
"513"	"mplazo_fijo_dolares__min"	9.43889508811201e-06	1.15996218309786e-06	7.04324552753909e-05
"514"	"tpaquete7__min"	9.21878734746326e-06	8.5171286796983e-06	7.04324552753909e-05
"515"	"tcajas_consultas__min"	8.68781432523699e-06	6.99691519302051e-06	7.04324552753909e-05
"516"	"tcajas__max"	8.28612084679104e-06	2.46455204019171e-06	0.000140864910550782
"517"	"Visa_madelantopesos__max"	6.83069111618935e-06	1.73004024977977e-07	7.04324552753909e-05
"518"	"cliente_vip__min"	6.44728284787397e-06	2.60277039854709e-06	7.04324552753909e-05
"519"	"tcuentas"	6.39807005836822e-06	9.5205418834256e-06	0.000281729821101564
"520"	"Master_mpagado__min"	5.77449290128279e-06	1.26961336934373e-05	7.04324552753909e-05
"521"	"Visa_madelantodolares__max"	5.19750126476003e-06	3.37323773023601e-07	7.04324552753909e-05
"522"	"mtitulos__min"	4.8305984162244e-06	1.70854210473795e-06	7.04324552753909e-05
"523"	"tpaquete9__tend"	4.08525966034763e-06	2.74303313094714e-05	7.04324552753909e-05
"524"	"ttarjeta_visa__max"	4.07376662817255e-06	4.26507167913726e-06	7.04324552753909e-05
"525"	"ttitulos__min"	3.81236596129001e-06	1.44895868097548e-07	7.04324552753909e-05
"526"	"ctarjeta_visa_descuentos"	2.54300295924065e-06	4.83447410366958e-06	0.000211297365826173
